report_id,report_year,facility_id,jurisdiction_code,jurisdiction_facility_id,facility_name,registered_business_name,primary_anzsic_class_code,primary_anzsic_class_name,reduction_type,reduction_technique_id,reduction_technique_name,year_installed,comment_by_facility,air_total_emission_kg
548038,2022/2023,514886,SA,SA0029,Angaston Special Products,ADELAIDE BRIGHTON CEMENT LIMITED,2031,Cement and Lime Manufacturing,Cleaner Production Activities,24,"Modified process, equipment, layout, or piping",,Transportation of raw materials during day shifts only to mitigate road noise and traffic.,1708.353868
548038,2022/2023,514886,SA,SA0029,Angaston Special Products,ADELAIDE BRIGHTON CEMENT LIMITED,2031,Cement and Lime Manufacturing,Cleaner Production Activities,25,"Improved procedures for loading, unloading or transfer operations",,On-going. Silo blow back lines with isolation valves.,35.9450022
548038,2022/2023,514886,SA,SA0029,Angaston Special Products,ADELAIDE BRIGHTON CEMENT LIMITED,2031,Cement and Lime Manufacturing,Pollution Control Devices,1,Electrostatic precipitator,1952,"Year of installation for Kiln 1 electrofilter was 1952, year of installation for Kiln 2 electrofilter was 1980/81",80.9728813
548038,2022/2023,514886,SA,SA0029,Angaston Special Products,ADELAIDE BRIGHTON CEMENT LIMITED,2031,Cement and Lime Manufacturing,Pollution Control Devices,2,Fabric filter/baghouse,2002,"Kiln 3 Exhaust 2002, Kiln 3 Cooler 1993.",131991.5941
548038,2022/2023,514886,SA,SA0029,Angaston Special Products,ADELAIDE BRIGHTON CEMENT LIMITED,2031,Cement and Lime Manufacturing,Cleaner Production Activities,32,Dust suppression - water sprays/chemical suppression,,"During 2013 the site purchased a portable fog/mist spray unit which  is used for suppressing dust plumes created during numerous activities on site
A road sweeper and water cart are used to minimise dust.",2.49295983
548038,2022/2023,514886,SA,SA0029,Angaston Special Products,ADELAIDE BRIGHTON CEMENT LIMITED,2031,Cement and Lime Manufacturing,Cleaner Production Activities,33,Use of cleaner raw materials,,,2.49295983
548038,2022/2023,514886,SA,SA0029,Angaston Special Products,ADELAIDE BRIGHTON CEMENT LIMITED,2031,Cement and Lime Manufacturing,Cleaner Production Activities,34,Dust suppression - wind breaks/covered/enclosed stockpiles,,"Fencing lined with mesh is used to minimise fugitive dust
Rapid raise doors to gantry building",0.776875854
548038,2022/2023,514886,SA,SA0029,Angaston Special Products,ADELAIDE BRIGHTON CEMENT LIMITED,2031,Cement and Lime Manufacturing,Cleaner Production Activities,27,Installed overflow alarms or automatic shut-off valves,,All silos have overflow alarms and automatic shut-off valves,0.005604328
548038,2022/2023,514886,SA,SA0029,Angaston Special Products,ADELAIDE BRIGHTON CEMENT LIMITED,2031,Cement and Lime Manufacturing,Cleaner Production Activities,28,Changed product specifications,,,0.763348165
548038,2022/2023,514886,SA,SA0029,Angaston Special Products,ADELAIDE BRIGHTON CEMENT LIMITED,2031,Cement and Lime Manufacturing,Cleaner Production Activities,30,Modified packaging,,,25.122851
548038,2022/2023,514886,SA,SA0029,Angaston Special Products,ADELAIDE BRIGHTON CEMENT LIMITED,2031,Cement and Lime Manufacturing,Cleaner Production Activities,21,"Improved maintenance scheduling, record keeping, or procedures",,On-going,13.19915941
548038,2022/2023,514886,SA,SA0029,Angaston Special Products,ADELAIDE BRIGHTON CEMENT LIMITED,2031,Cement and Lime Manufacturing,Pollution Control Devices,14,Opacity monitor,1998,"Kilns 1, 2 & 3 stacks",3826.40346
548038,2022/2023,514886,SA,SA0029,Angaston Special Products,ADELAIDE BRIGHTON CEMENT LIMITED,2031,Cement and Lime Manufacturing,Pollution Control Devices,8,Low NOx burner,2006,Kiln 3 Gyrotherm Low Nox burner,0.481199223
548038,2022/2023,514886,SA,SA0029,Angaston Special Products,ADELAIDE BRIGHTON CEMENT LIMITED,2031,Cement and Lime Manufacturing,Pollution Control Devices,6,Cyclone/multiclone,1952,Kiln 1 & coolerstack,5.95218316
548038,2022/2023,514886,SA,SA0029,Angaston Special Products,ADELAIDE BRIGHTON CEMENT LIMITED,2031,Cement and Lime Manufacturing,Cleaner Production Activities,35,Community consultative committee,,,7.36595
547128,2022/2023,527140,VIC,4350,Batesford Quarry,ADELAIDE BRIGHTON CEMENT LIMITED,990,Other Non-Metallic Mineral Mining and Quarrying,Cleaner Production Activities,32,Dust suppression - water sprays/chemical suppression,,Sprays used on plant and stockpiles to eliminate dust emissions,1.178552
547128,2022/2023,527140,VIC,4350,Batesford Quarry,ADELAIDE BRIGHTON CEMENT LIMITED,990,Other Non-Metallic Mineral Mining and Quarrying,Pollution Control Devices,16,Other pollution control equipment,2021,Installed a high efficiency water pump which resulted in a 39% decrease in kwh/megalitre pumped.,2.209785
547128,2022/2023,527140,VIC,4350,Batesford Quarry,ADELAIDE BRIGHTON CEMENT LIMITED,990,Other Non-Metallic Mineral Mining and Quarrying,Cleaner Production Activities,21,"Improved maintenance scheduling, record keeping, or procedures",,ISO 14001 & 9001 ACCREDITATION MARCH 2020,0.08102545
547128,2022/2023,527140,VIC,4350,Batesford Quarry,ADELAIDE BRIGHTON CEMENT LIMITED,990,Other Non-Metallic Mineral Mining and Quarrying,Cleaner Production Activities,31,Implemented inspection or monitoring program for potential spill or leak sources,,ISO 14001 & 9001 ACCREDITATION MARCH 2020,15468.495
548104,2022/2023,514850,SA,SA0027,Birkenhead Plant,ADELAIDE BRIGHTON CEMENT LIMITED,2031,Cement and Lime Manufacturing,Cleaner Production Activities,36,Other modifications / practices,,"The site installed a x-ray diffraction unit which helps identify contaminant sources

Upgrade of the main Cooler Baghouse Controller and Particulate Detection System.",5.9664195
548104,2022/2023,514850,SA,SA0027,Birkenhead Plant,ADELAIDE BRIGHTON CEMENT LIMITED,2031,Cement and Lime Manufacturing,Cleaner Production Activities,35,Community consultative committee,,,132.5871
548104,2022/2023,514850,SA,SA0027,Birkenhead Plant,ADELAIDE BRIGHTON CEMENT LIMITED,2031,Cement and Lime Manufacturing,Cleaner Production Activities,34,Dust suppression - wind breaks/covered/enclosed stockpiles,,"The site has wind breaks (fences lined with mesh) & enclosed stockpiles. Two  external stockpiles (gypsum & limestone) have been relocated into a shed as part of the CM7 expansion.

Completion of a slag bunker to reduce fugitive dust

Installed a five-metre-high, three sided concrete bunker to store/contain raw material

Rapid raise doors have been installed onsite to reduce fugitive dust

Mesh canopies (2 metres high and 2 metres horizontal) erected on stockpile bay walls

Canopy erected over slag dryer loading hopper to reduce dust

Fully enclosed ground level dust capturing hopper installed on slag dryer

A canopy erected over the gypsum loading hopper.",59664.195
548104,2022/2023,514850,SA,SA0027,Birkenhead Plant,ADELAIDE BRIGHTON CEMENT LIMITED,2031,Cement and Lime Manufacturing,Cleaner Production Activities,31,Implemented inspection or monitoring program for potential spill or leak sources,,Daily plant audits/inspections,353.5656
548104,2022/2023,514850,SA,SA0027,Birkenhead Plant,ADELAIDE BRIGHTON CEMENT LIMITED,2031,Cement and Lime Manufacturing,Cleaner Production Activities,27,Installed overflow alarms or automatic shut-off valves,,"All silos have overflow alarms and automatic shut-off valves
",353.5656
548104,2022/2023,514850,SA,SA0027,Birkenhead Plant,ADELAIDE BRIGHTON CEMENT LIMITED,2031,Cement and Lime Manufacturing,Cleaner Production Activities,25,"Improved procedures for loading, unloading or transfer operations",,Installation of 9 rapid raise doors throughout the site to reduce fugitive dust.,95.75735
548104,2022/2023,514850,SA,SA0027,Birkenhead Plant,ADELAIDE BRIGHTON CEMENT LIMITED,2031,Cement and Lime Manufacturing,Cleaner Production Activities,24,"Modified process, equipment, layout, or piping",,"Cement kiln dust is now recycled back into the process meaning less goes to landfill and a reduction in transport of materials

Installed a new fully enclosed conveyor system to allow all internal site clinker (or raw material) movements to occur without the use of trucks.",24.307635
548104,2022/2023,514850,SA,SA0027,Birkenhead Plant,ADELAIDE BRIGHTON CEMENT LIMITED,2031,Cement and Lime Manufacturing,Cleaner Production Activities,23,Changed production schedules to minimise equipment/feedstock changeovers,,,390.39535
548104,2022/2023,514850,SA,SA0027,Birkenhead Plant,ADELAIDE BRIGHTON CEMENT LIMITED,2031,Cement and Lime Manufacturing,Pollution Control Devices,16,Other pollution control equipment,,"To minimise dust emissions a new gantry annex with a rapid raise door was constructed at the northern most end of the main clinker storage facility

An automated rapid raise door was installed at the Wallaroo Shed to minimise fugitive dust

A new fully enclosed shiploader with dust collector has been installed

9 automated rapid raise doors are located on site to combat fugitive dust

A second truck wash was installed onsite in 2015 which recycles the water used.",11.78552
548104,2022/2023,514850,SA,SA0027,Birkenhead Plant,ADELAIDE BRIGHTON CEMENT LIMITED,2031,Cement and Lime Manufacturing,Pollution Control Devices,15,Dust monitor,2013,"All ambient air monitors upgraded & comprehensive reporting system linked to central control

There are a significant amount of dust collectors onsite for monitoring purposes (over 50).",8.568342
548104,2022/2023,514850,SA,SA0027,Birkenhead Plant,ADELAIDE BRIGHTON CEMENT LIMITED,2031,Cement and Lime Manufacturing,Pollution Control Devices,14,Opacity monitor,1990,Each stack.,1.37093472
548104,2022/2023,514850,SA,SA0027,Birkenhead Plant,ADELAIDE BRIGHTON CEMENT LIMITED,2031,Cement and Lime Manufacturing,Pollution Control Devices,2,Fabric filter/baghouse,1994,,2.5705026
548104,2022/2023,514850,SA,SA0027,Birkenhead Plant,ADELAIDE BRIGHTON CEMENT LIMITED,2031,Cement and Lime Manufacturing,Pollution Control Devices,1,Electrostatic precipitator,1995,,0.094251762
548104,2022/2023,514850,SA,SA0027,Birkenhead Plant,ADELAIDE BRIGHTON CEMENT LIMITED,2031,Cement and Lime Manufacturing,Cleaner Production Activities,32,Dust suppression - water sprays/chemical suppression,,"Limestone stockpile dust suppression

Road sweeper and water carts used for dust suppression on roads

Upgrade of the emission control spray cooling equipment to a state-of-the-art dual phase compressor air & water system

Automated foam/dust suppression system at fringe material loading hopper

Water spray system installed on limestone reclaimer

Use of a road stabilisation/hardening agent to all unsealed traffic surfaces around the site

Bitumen sealing of approximately 5,000 square metres of high heavy traffic unsealed surfaces.",17993.5182
547262,2022/2023,565926,SA,SA0565,Blanchetown Quarry,ADELAIDE BRIGHTON CEMENT LIMITED,2921,Waste Treatment and Disposal Services,Cleaner Production Activities,21,"Improved maintenance scheduling, record keeping, or procedures",,3 monthly HSE audits.,6.94035702
547262,2022/2023,565926,SA,SA0565,Blanchetown Quarry,ADELAIDE BRIGHTON CEMENT LIMITED,2921,Waste Treatment and Disposal Services,Cleaner Production Activities,31,Implemented inspection or monitoring program for potential spill or leak sources,,Fuel tanks have sight glasses to indicate leaks. 3 monthly HSE audits.,154.230156
547262,2022/2023,565926,SA,SA0565,Blanchetown Quarry,ADELAIDE BRIGHTON CEMENT LIMITED,2921,Waste Treatment and Disposal Services,Cleaner Production Activities,32,Dust suppression - water sprays/chemical suppression,,Sprinklers - waste deposit area,69403.5702
547262,2022/2023,565926,SA,SA0565,Blanchetown Quarry,ADELAIDE BRIGHTON CEMENT LIMITED,2921,Waste Treatment and Disposal Services,Cleaner Production Activities,34,Dust suppression - wind breaks/covered/enclosed stockpiles,,CKD stockpile covered,411.280416
547270,2022/2023,514868,SA,SA0028,Klein Point Mine,ADELAIDE BRIGHTON CEMENT LIMITED,990,Other Non-Metallic Mineral Mining and Quarrying,Cleaner Production Activities,32,Dust suppression - water sprays/chemical suppression,,"Watercart and rehabilitation.

A dust suppression system on the crusher and conveyor system has been installed.",411.280416
547270,2022/2023,514868,SA,SA0028,Klein Point Mine,ADELAIDE BRIGHTON CEMENT LIMITED,990,Other Non-Metallic Mineral Mining and Quarrying,Cleaner Production Activities,34,Dust suppression - wind breaks/covered/enclosed stockpiles,,Wind breaks and rehabilitation.,111.388446
547242,2022/2023,657300,SA,SA0731,Moculta Quarry,ADELAIDE BRIGHTON CEMENT LIMITED,990,Other Non-Metallic Mineral Mining and Quarrying,Cleaner Production Activities,32,Dust suppression - water sprays/chemical suppression,,Water cart,28.2755286
547242,2022/2023,657300,SA,SA0731,Moculta Quarry,ADELAIDE BRIGHTON CEMENT LIMITED,990,Other Non-Metallic Mineral Mining and Quarrying,Cleaner Production Activities,34,Dust suppression - wind breaks/covered/enclosed stockpiles,,,454.122126
547162,2022/2023,514800,SA,SA0024,Penrice Quarry & Mineral,ADELAIDE BRIGHTON CEMENT LIMITED,919,Other Construction Material Mining,Cleaner Production Activities,21,"Improved maintenance scheduling, record keeping, or procedures",,On going,13.7093472
547162,2022/2023,514800,SA,SA0024,Penrice Quarry & Mineral,ADELAIDE BRIGHTON CEMENT LIMITED,919,Other Construction Material Mining,Cleaner Production Activities,24,"Modified process, equipment, layout, or piping",,Passive engineering control to enclose stockpiles and transfer points.,3.536693
547162,2022/2023,514800,SA,SA0024,Penrice Quarry & Mineral,ADELAIDE BRIGHTON CEMENT LIMITED,919,Other Construction Material Mining,Cleaner Production Activities,25,"Improved procedures for loading, unloading or transfer operations",,Maintaining sprinklers after the truck wash and all truck loads are covered. Relocation of some stockpiles in protected areas.,0.56587088
547162,2022/2023,514800,SA,SA0024,Penrice Quarry & Mineral,ADELAIDE BRIGHTON CEMENT LIMITED,919,Other Construction Material Mining,Cleaner Production Activities,26,Installation of high-pressure/low-volume cleaning equipment,,Truck wash and wheel wash,1.0610079
547162,2022/2023,514800,SA,SA0024,Penrice Quarry & Mineral,ADELAIDE BRIGHTON CEMENT LIMITED,919,Other Construction Material Mining,Cleaner Production Activities,31,Implemented inspection or monitoring program for potential spill or leak sources,,"Regular inspections undertake
Air Quality monitoring under EPA approved Dust Management Plan",0.038903623
547162,2022/2023,514800,SA,SA0024,Penrice Quarry & Mineral,ADELAIDE BRIGHTON CEMENT LIMITED,919,Other Construction Material Mining,Cleaner Production Activities,32,Dust suppression - water sprays/chemical suppression,,Water and chemical based dust suppression on crushing plant. Real time PM10 dust monitors installed around the site. Water truck around the site.,7427.0553
547162,2022/2023,514800,SA,SA0024,Penrice Quarry & Mineral,ADELAIDE BRIGHTON CEMENT LIMITED,919,Other Construction Material Mining,Cleaner Production Activities,34,Dust suppression - wind breaks/covered/enclosed stockpiles,,"Shrouding stockpiles. Stockpile suppressant (crusting)
Second water truck used for dust suppression on haul road and stockpile
Shed enclosures installed for fine products",2.86472133
547162,2022/2023,514800,SA,SA0024,Penrice Quarry & Mineral,ADELAIDE BRIGHTON CEMENT LIMITED,919,Other Construction Material Mining,Cleaner Production Activities,35,Community consultative committee,,6 monthly community meetings – February and August continuing,63.660474
547162,2022/2023,514800,SA,SA0024,Penrice Quarry & Mineral,ADELAIDE BRIGHTON CEMENT LIMITED,919,Other Construction Material Mining,Pollution Control Devices,15,Dust monitor,2009,Real time dust monitoring PM10,28647.2133
